fid;kdprov;kdkab;kdkec;kddesa;nmdesa;nmkec;nmkab;nmprov;iddesa;idkec;sbs;base;idbs;kdbs;luas;kdsls;nmsls;posisi;dom_sls;dominan;tingkat;nm_gedung;kk;bstt;bstt_k;bsbtt;muatan;khusus;count
777;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005040B;"040B";5549.11993758008;"4001";RUSUNAMI;RUSUNAMI;"4";"4";;;;;;;;;1
778;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005041B;"041B";22838.0909757733;"0001";RT 001 RW 001 DUSUN KALIPANDAN;"-";"1, 1, 1";"1";;;;;;;;;1
779;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005042B;"042B";19506.6328122327;"0001";RT 001 RW 001 DUSUN KALIPANDAN;"-";"1, 1";"1";;;;;;;;;1
780;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005043B;"043B";16343.8844611079;"0002";RT 002 RW 001 DUSUN KALIPANDAN;"-";"1, 1";"1";;;;;;;;;1
781;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005044B;"044B";50508.686471003;"0002";RT 002 RW 001 DUSUN KALIPANDAN;"-";"1, 5, 1, 1, 1, 1";"1";;;;;;;;;1
782;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005046B;"046B";17669.9302225115;"0002";RT 002 RW 001 DUSUN KALIPANDAN;"-";"5, 1";"1";;;;;;;;;1
783;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005047B;"047B";15627.2767809584;"0003";RT 003 RW 001 DUSUN KALIPANDAN;"-";"1, 1";"1";;;;;;;;;1
784;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005048B;"048B";15537.5512715104;"0012";RT 010 RW 004 DUSUN RAWARENGAS;"-";"1, 1, 1";"1";;;;;;;;;1
785;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005049B;"049B";18965.2499593258;"0087";RT 003 RW 017 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1, 1, 1";"1";;;;;;;;;1
786;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005066B;"066B";20521.5555990553;"0102  ,  0103  ,  0107";"RT 001 RW 020 DUSUN BLOK B  ,  RT 002 RW 020 DUSUN BLOK B  ,  RT 006 RW 020 DUSUN BLOK B";"-";"1, 1, 1,1, 1, 1,1, 1";"1";;;;;;;;;1
787;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005070B;"070B";29210.8364889404;"0100";RT 013 RW 004 DUSUN BLOK B;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
788;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005050B;"050B";14682.7291965447;"0090";RT 003 RW 018 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1, 1, 1";"1";;;;;;;;;1
789;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005051B;"051B";19247.6759201949;"0089";RT 002 RW 018 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
790;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005052B;"052B";24011.6604268487;"0092";RT 002 RW 019 DUSUN BLOK L;"-";"1, 1, 1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
791;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005068B;"068B";25344.703092047;"0097  ,  0099";"RT 001 RW 021 DUSUN BLOK B  ,  RT 003 RW 021 DUSUN BLOK B";"-";"1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
792;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005053B;"053B";20623.4485976932;"0094";RT 004 RW 019 DUSUN BLOK B;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
793;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005055B;"055B";20368.1174239133;"0045";RT 004 RW 009 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"6";"6";;;;;;;;;1
794;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005056B;"056B";7692.36779494607;"0045";RT 004 RW 009 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1, 1";"1";;;;;;;;;1
795;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005058B;"058B";24265.622848112;"0043  ,  0095";"RT 002 RW 009 DUSUN BUMI TELUKJAMBE DUSUN 5  ,  RT 004 RW 010 DUSUN BLOK B";"-";"1, 1,1, 1, 1";"1";;;;;;;;;1
796;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005059B;"059B";11860.7365339508;"0049";RT 002 RW 010 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1, 1";"1";;;;;;;;;1
797;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005060B;"060B";11873.8735416807;"0050";RT 003 RW 010 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
798;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005062B;"062B";8244.39795281552;"0047";RT 006 RW 009 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 5";"1";;;;;;;;;1
799;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005063B;"063B";22988.6968207511;"0037";RT 002 RW 008 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"6";"6";;;;;;;;;1
800;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005064B;"064B";36856.6163540245;"0098  ,  0078";"RT 002 RW 021 DUSUN BLOK B  ,  RT 003 RW 015 DUSUN BUMI TELUKJAMBE DUSUN 5";"-";"1, 1,1, 1";"1";;;;;;;;;1
801;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005065B;"065B";36996.3463715515;"0091  ,  0093";"RT 001 RW 019 DUSUN BLOK L  ,  RT 003 RW 019 DUSUN BLOK L";"-";"1, 1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
802;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005067B;"067B";24991.7069761172;"0106  ,  0105  ,  0104";"RT 005 RW 020 DUSUN BLOK B  ,  RT 004 RW 020 DUSUN BLOK B  ,  RT 003 RW 020 DUSUN BLOK B";"-";"1, 1, 1,1, 1,1, 1, 1, 1, 1";"1";;;;;;;;;1
803;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005069B;"069B";33251.4089853191;"0101";RT 014 RW 004 DUSUN BLOK B;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
804;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005071B;"071B";31739.9383591056;"0012";RT 010 RW 004 DUSUN RAWARENGAS;"-";"1, 1";"1";;;;;;;;;1
805;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005072B;"072B";13087.6793008845;"0012";RT 010 RW 004 DUSUN RAWARENGAS;"-";"1, 1";"1";;;;;;;;;1
806;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005073B;"073B";17263.766873996;"0010";RT 008 RW 004 DUSUN RAWARENGAS;"-";"1, 1";"1";;;;;;;;;1
807;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005074B;"074B";30088.1501155111;"0011";RT 009 RW 004 DUSUN RAWARENGAS;"-";"1, 1, 1";"1";;;;;;;;;1
808;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005045B;"045B";38718.4643088961;"4003";KGP;"-";"2, 2";"2";;;;;;;;;1
809;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005075B;"075B";39362.8623431122;"0011";RT 009 RW 004 DUSUN RAWARENGAS;"-";"1, 1, 1";"1";;;;;;;;;1
810;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005076B;"076B";84708.5567055526;"4002";KGP;"-";"2, 2, 2, 2, 2, 2, 2, 2";"2";;;;;;;;;1
811;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005077B;"077B";15265.9249209722;"0010";RT 008 RW 004 DUSUN RAWARENGAS;"-";"1, 1";"1";;;;;;;;;1
812;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005078B;"078B";8366.26149316411;"0010";RT 008 RW 004 DUSUN RAWARENGAS;"-";"1, 1";"1";;;;;;;;;1
813;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005079B;"079B";13463.1018324857;"0101";RT 014 RW 004 DUSUN BLOK B;Kawasan Pertokoan;"7";"7";;;;;;;;;1
814;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005080B;"080B";29879.306808236;"0062";RT 005 RW 012 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1";"1";;;;;;;;;1
815;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006013B;"013B";9465.73705734561;"0033";RT 001 RW 012;"-";"1, 1";"1";;;;;;;;;1
816;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005081B;"081B";16258.1126554752;"0061";RT 004 RW 012 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 5, 1";"1";;;;;;;;;1
817;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005082B;"082B";14652.1399061829;"0041";RT 006 RW 008 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1, 1";"1";;;;;;;;;1
818;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005087B;"087B";21411.0795866605;"0021  ,  0020";"RT 002 RW 006 DUSUN BUMI TELUKJAMBE DUSUN 4  ,  RT 001 RW 006 DUSUN BUMI TELUKJAMBE DUSUN 4";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
819;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005090B;"090B";9775.38490120845;"0059";RT 002 RW 012 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1";"1";;;;;;;;;1
820;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005091B;"091B";8560.88450623979;"0060";RT 003 RW 012 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1";"1";;;;;;;;;1
821;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005092B;"092B";18042.9084814822;"0058";RT 001 RW 012 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1, 1";"1";;;;;;;;;1
822;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005094B;"094B";17430.0049532891;"0026  ,  0027";"RT 001 RW 007 DUSUN BUMI TELUKJAMBE DUSUN 4  ,  RT 002 RW 007 DUSUN BUMI TELUKJAMBE DUSUN 4";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
823;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005098B;"098B";8434.10353556648;"0075";RT 004 RW 014 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1";"1";;;;;;;;;1
824;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005061B;"061B";22940.1034949927;"0023  ,  0024";"RT 004 RW 006 DUSUN BUMI TELUKJAMBE DUSUN 4  ,  RT 005 RW 006 DUSUN BUMI TELUKJAMBE DUSUN 4";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
825;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005001B;"001B";1772210.91224367;"5004";KAWASAN INDUSTRI;"-";"1";"1";;;;;;;;;1
826;"32";"15";"031";"004";PUSEURJAYA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031004";"3215031";"0  ";sp2020;3215031004001B;"001B";3798698.05305216;"0008";RT 017 RW 008 DUSUN BABAKAN TENGAH;"-";"9";"9";;;;;;;;;1
827;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005002B;"002B";3146302.65404519;"5004";KAWASAN INDUSTRI;"-";"9";"9";;;;;;;;;1
828;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005019B;"019B";112365.627705988;"0004";RT 004 RW 002 DUSUN KALIPANDAN;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
829;"32";"15";"031";"004";PUSEURJAYA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031004";"3215031";"0  ";sp2020;3215031004016B;"016B";73683.5854385311;"0024";RT 008 RW 003 DUSUN KALIJAYA;"-";"1";"1";;;;;;;;;1
830;"32";"15";"031";"004";PUSEURJAYA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031004";"3215031";"0  ";sp2020;3215031004006B;"006B";46623.565984421;"0023";RT 007 RW 003 DUSUN KALIJAYA;"-";"1";"1";;;;;;;;;1
831;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005038B;"038B";13209.3117867821;"4001";RUSUNAMI;RUSUNAMI;"4";"4";;;;;;;;;1
832;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005097B;"097B";23856.3166339543;"0063";RT 006 RW 012 DUSUN BUMI TELUKJAMBE DUSUN 5;"-";"1, 1";"1";;;;;;;;;1
833;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006012B;"012B";14677.4463978683;"0036";RT 004 RW 012;"-";"1, 1";"1";;;;;;;;;1
834;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005008B;"008B";58876.6942697151;"0008";RT 006 RW 003 DUSUN KALIKELAPA;"-";"1, 1, 1";"1";;;;;;;;;1
835;"32";"15";"031";"005";SUKALUYU;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031005";"3215031";"0  ";sp2020;3215031005093B;"093B";20330.7394976485;"0029";RT 004 RW 007 DUSUN BUMI TELUKJAMBE DUSUN 4;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
836;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006016B;"016B";17514.2133395657;"0026";RT 001 RW 011;"-";"1, 1, 1";"1";;;;;;;;;1
837;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006024B;"024B";10249.3732262911;"0044";RT 007 RW 015;"-";"2";"2";;;;;;;;;1
838;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006025B;"025B";13239.6345912862;"0043  ,  0042";"RT 006 RW 015  ,  RT 005 RW 015";"-";"2,2";"2";;;;;;;;;1
839;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006003B;"003B";41213.0683765592;"0001";RT 001 RW 001;"-";"1, 5";"1";;;;;;;;;1
840;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006002B;"002B";12892.5519517333;"0001";RT 001 RW 001;"-";"5";"5";;;;;;;;;1
841;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006004B;"004B";26854.5089904843;"0001";RT 001 RW 001;TEKNOMART;"8";"8";;;;;;;;;1
842;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006005B;"005B";9967.87644244451;"0001";RT 001 RW 001;HOTEL MERCURE;"10";"10";;;;;;;;;1
843;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006006B;"006B";102647.298169481;"5001";FESTIVE WALK GRAMEDIA;"-";"10, 10";"10";;;;;;;;;1
844;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006023B;"023B";21755.4313090518;"0025";RT 005 RW 010;"-";"1, 1";"1";;;;;;;;;1
845;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006009B;"009B";8003.91214939486;"0038";RT 002 RW 013;PERTOKOAN;"7";"7";;;;;;;;;1
846;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006011B;"011B";14522.5127540102;"0034";RT 002 RW 012;"-";"1, 1";"1";;;;;;;;;1
847;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006010B;"010B";6401.35647792049;"0035";RT 003 RW 012;"-";"1, 1";"1";;;;;;;;;1
848;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006014B;"014B";32695.2304601997;"0020";RT 003 RW 009;"-";"1, 1, 1";"1";;;;;;;;;1
849;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006015B;"015B";12123.8509530611;"0018  ,  0019";"RT 001 RW 009  ,  RT 002 RW 009";"-";"1,1";"1";;;;;;;;;1
850;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006019B;"019B";12564.5303261632;"0028";RT 003 RW 011;"-";"1, 1";"1";;;;;;;;;1
851;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006021B;"021B";26963.1455156449;"0024  ,  0027";"RT 004 RW 010  ,  RT 002 RW 011";"-";"1, 1,1";"1";;;;;;;;;1
852;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006020B;"020B";15106.5090684207;"0030";RT 005 RW 011;"-";"1, 1";"1";;;;;;;;;1
853;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006022B;"022B";25673.8718079465;"0022  ,  0023  ,  0021";"RT 002 RW 010  ,  RT 003 RW 010  ,  RT 001 RW 010";"-";"1, 1,1,1, 1";"1";;;;;;;;;1
854;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006026B;"026B";41305.2626234223;"0046";RT 009 RW 015;"-";"2, 2";"2";;;;;;;;;1
855;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006027B;"027B";75405.557407267;"0041";RT 003 RW 015;"-";"2, 2, 2";"2";;;;;;;;;1
856;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006041B;"041B";140806.953836458;"5003";"RSUD, PASAR BERSIH";"-";"7, 7";"7";;;;;;;;;1
857;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006028B;"028B";109413.475073121;"5002";KARAWANG CENTRAL PLAZA;KARAWANG CENTRAL PLAZA;"8";"8";;;;;;;;;1
858;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006029B;"029B";57727.3127040882;"0002";RT 001 RW 002;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
859;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006032B;"032B";20165.6589426857;"0003";RT 002 RW 002;"-";"1, 1";"1";;;;;;;;;1
860;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006031B;"031B";17489.2151220392;"0016";RT 002 RW 008;"-";"1, 1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
861;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006033B;"033B";11125.3819288588;"0003";RT 002 RW 002;"-";"1, 1";"1";;;;;;;;;1
862;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006034B;"034B";18089.5389871663;"0017";RT 003 RW 008;"-";"1, 1";"1";;;;;;;;;1
863;"32";"15";"031";"004";PUSEURJAYA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031004";"3215031";"0  ";sp2020;3215031004038B;"038B";20076.9923420179;"0013  ,  0014";"RT 011 RW 005 DUSUN KAUM JAYA  ,  RT 012 RW 005 DUSUN KAUM JAYA";"-";"1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
864;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006035B;"035B";32165.2649740454;"0004";RT 001 RW 003;"-";"1, 1";"1";;;;;;;;;1
865;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006036B;"036B";18806.4511968026;"0004";RT 001 RW 003;"-";"1";"1";;;;;;;;;1
866;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006037B;"037B";36471.0749508236;"0005";RT 002 RW 003;"-";"1, 1, 1";"1";;;;;;;;;1
867;"32";"15";"031";"004";PUSEURJAYA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031004";"3215031";"0  ";sp2020;3215031004040B;"040B";54242.1314535371;"0010";RT 010 RW 004 DUSUN KAUM JAYA;"-";"1";"1";;;;;;;;;1
868;"32";"15";"031";"006";SUKAHARJA;TELUKJAMBE TIMUR;KARAWANG;JAWA BARAT;"3215031006";"3215031";"0  ";sp2020;3215031006039B;"039B";65296.9361426191;"0006";RT 003 RW 003;"-";"1, 1";"1";;;;;;;;;1
