gpkg_file;geojson_file;idsls;similarity_percentage;status;common_count;only_in_gpkg_count;only_in_geojson_count
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010011;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010005;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010008;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010002;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010006;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010007;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010004;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010010;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010003;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010001;100.0%;sama;11;0;0
200 PAKISJAYA\desa_3215200001.gpkg;3215_SLS\desa_3215200001.geojson;32152000010009;100.0%;sama;11;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091003;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090010;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090013;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091005;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090009;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090005;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091002;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090002;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091004;99.62%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090012;96.9%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090003;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091006;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090008;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090011;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090014;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091007;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090015;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090006;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900091001;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090007;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090004;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190009.gpkg;3215_SLS\desa_3215190009.geojson;32151900090001;100.0%;sama;22;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100001;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900101006;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100014;94.58%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100010;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100003;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100009;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100007;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100002;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100016;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900101005;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900101001;99.98%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100008;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100017;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900101007;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900103004;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100011;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100004;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900101003;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100012;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100013;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100006;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100015;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900101002;100.0%;sama;24;0;0
190 BATUJAYA\desa_3215190010.gpkg;3215_SLS\desa_3215190010.geojson;32151900100005;92.95%;sama;24;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060023;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060004;93.92%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060008;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060007;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060027;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060021;91.69%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060030;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060014;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060005;93.21%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060017;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060020;94.28%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060011;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060018;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060025;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060024;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060029;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060031;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060028;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060001;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060006;89.85%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060026;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060015;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060003;80.3%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060016;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060012;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060002;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060022;96.98%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060010;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060019;74.42%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060013;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151006.gpkg;3215_SLS\desa_3215151006.geojson;32151510060009;100.0%;sama;31;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030008;70.57%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030005;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030004;96.72%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030013;96.64%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030014;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510031001;99.62%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030023;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030007;75.14%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030010;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030018;73.51%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030019;96.92%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030016;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030022;89.64%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030011;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030003;87.52%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030015;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030002;76.41%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030020;97.53%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030001;96.81%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030021;88.37%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030009;100.0%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030012;89.15%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030006;83.83%;sama;24;0;0
151 JAYAKERTA\desa_3215151003.gpkg;3215_SLS\desa_3215151003.geojson;32151510030017;52.09%;sama;24;0;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080010;74.84%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080001;10.01%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080011;100.0%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080007;100.0%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080006;98.34%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080004;98.89%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080005;95.71%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080002;96.22%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510081001;0.0%;hanya_di_gpkg;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080008;100.0%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080012;10.39%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080003;84.59%;sama;12;1;0
151 JAYAKERTA\desa_3215151008.gpkg;3215_SLS\desa_3215151008.geojson;32151510080009;100.0%;sama;12;1;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070006;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070004;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070009;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070001;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070008;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070010;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070012;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070005;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070014;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070003;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070007;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510071003;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510071004;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510071001;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070013;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510071002;38.31%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070002;100.0%;sama;18;0;0
151 JAYAKERTA\desa_3215151007.gpkg;3215_SLS\desa_3215151007.geojson;32151510070011;100.0%;sama;18;0;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100001;38.49%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100010;73.92%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100003;10.32%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100005;25.81%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100002;24.21%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800101004;0.0%;hanya_di_gpkg;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100013;3.07%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100016;11.48%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100006;8.1%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100012;5.81%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100004;30.26%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100015;1.6%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100008;21.89%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100007;28.95%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800101001;0.0%;hanya_di_gpkg;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100014;23.23%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100011;32.3%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800101003;0.0%;hanya_di_gpkg;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800100009;9.7%;sama;16;4;0
180 TIRTAJAYA\desa_3215180010.gpkg;3215_SLS\desa_3215180010.geojson;32151800101002;0.0%;hanya_di_gpkg;16;4;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800031002;0.0%;hanya_di_gpkg;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030012;100.0%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030005;9.48%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030006;28.68%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800031001;0.0%;hanya_di_gpkg;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030011;18.37%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030009;48.34%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030002;100.0%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030007;44.78%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030004;10.02%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030015;6.43%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030003;98.17%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030001;91.86%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030008;43.46%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030014;100.0%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030010;29.23%;sama;15;2;0
180 TIRTAJAYA\desa_3215180003.gpkg;3215_SLS\desa_3215180003.geojson;32151800030013;21.26%;sama;15;2;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020007;19.81%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020006;15.22%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800021002;0.0%;hanya_di_gpkg;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020010;18.75%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020011;3.59%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020001;52.92%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020009;18.36%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800021003;0.0%;hanya_di_gpkg;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020008;15.65%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020005;24.2%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020002;74.65%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020012;90.37%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800021001;0.0%;hanya_di_gpkg;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020003;84.32%;sama;12;3;0
180 TIRTAJAYA\desa_3215180002.gpkg;3215_SLS\desa_3215180002.geojson;32151800020004;23.63%;sama;12;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010005;45.84%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010001;20.38%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010009;23.58%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010007;10.44%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010013;23.77%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010008;24.43%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800011003;0.0%;hanya_di_gpkg;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010003;15.85%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010010;73.11%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010012;19.13%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800011002;0.0%;hanya_di_gpkg;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010006;48.57%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010002;12.09%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800011001;0.0%;hanya_di_gpkg;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010011;12.25%;sama;13;3;0
180 TIRTAJAYA\desa_3215180001.gpkg;3215_SLS\desa_3215180001.geojson;32151800010004;15.88%;sama;13;3;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070010;99.88%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070007;75.87%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070004;100.0%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070002;100.0%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070006;79.25%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070008;47.57%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070009;96.15%;sama;13;1;0
180 TIRTAJAYA\desa_3215180007.gpkg;3215_SLS\desa_3215180007.geojson;32151800070003;92.58%;sama;13;1;0
