gpkg_file;geojson_file;idsls;similarity_percentage;status;common_count;only_in_gpkg_count;only_in_geojson_count
072 KOTABARU\desa_3215072005.gpkg;3215_SLS\desa_3215072005.geojson;32150720050020;100.0%;sama;64;0;0
072 KOTABARU\desa_3215072005.gpkg;3215_SLS\desa_3215072005.geojson;32150720050019;83.74%;sama;64;0;0
072 KOTABARU\desa_3215072005.gpkg;3215_SLS\desa_3215072005.geojson;32150720050011;100.0%;sama;64;0;0
072 KOTABARU\desa_3215072005.gpkg;3215_SLS\desa_3215072005.geojson;32150720050052;100.0%;sama;64;0;0
072 KOTABARU\desa_3215072005.gpkg;3215_SLS\desa_3215072005.geojson;32150720050053;100.0%;sama;64;0;0
072 KOTABARU\desa_3215072005.gpkg;3215_SLS\desa_3215072005.geojson;32150720050025;100.0%;sama;64;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040027;93.47%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040015;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040034;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040040;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040012;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040042;84.14%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040009;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040044;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040046;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040045;97.03%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720041002;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040031;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040018;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040005;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040041;90.21%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040037;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040022;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040043;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040007;99.51%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040039;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040029;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040025;99.77%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040030;98.89%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720041001;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040028;96.2%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040024;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040017;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040006;99.62%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040002;96.22%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040016;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040011;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040035;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720041003;95.81%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040004;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040038;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040033;97.89%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040032;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040021;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040036;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040026;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040019;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040003;97.36%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040010;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040020;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040014;99.58%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040001;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040013;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040023;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072004.gpkg;3215_SLS\desa_3215072004.geojson;32150720040008;100.0%;sama;49;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030001;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030021;99.21%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030018;99.91%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030012;96.9%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030002;99.22%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030019;99.88%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030004;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030009;98.44%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030015;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030003;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030008;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030010;95.85%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030022;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030006;96.37%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030016;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030007;99.08%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030011;99.68%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030005;97.64%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030014;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030013;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030017;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072003.gpkg;3215_SLS\desa_3215072003.geojson;32150720030020;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720022001;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720022002;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020037;71.05%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020034;94.26%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020031;94.61%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020001;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020005;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020016;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020014;94.82%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020013;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020026;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020040;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020021;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020027;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020028;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020002;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020008;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020010;89.45%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020030;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020023;91.6%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020024;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020042;71.5%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020029;97.82%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020007;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020036;95.16%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020025;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020043;93.88%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020033;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020012;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020004;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020039;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020022;87.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020032;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020020;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020003;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020035;87.23%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020015;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020038;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020009;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020017;93.5%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020019;97.19%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020041;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020011;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020018;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072002.gpkg;3215_SLS\desa_3215072002.geojson;32150720020006;100.0%;sama;45;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080035;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080012;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080040;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080029;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080004;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720081002;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080050;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080036;98.34%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080003;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080013;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080033;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080027;99.5%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080016;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080045;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080042;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720081003;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080002;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080037;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080009;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080015;91.88%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080008;95.25%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080014;97.9%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080018;95.4%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080010;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080032;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080034;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720082001;92.1%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080020;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080038;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080049;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080051;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080041;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080024;94.37%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080052;89.64%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080001;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080022;96.24%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080039;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080028;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080005;88.54%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080017;99.21%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080019;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080030;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080025;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080048;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080021;94.66%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080046;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080043;93.7%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080023;97.5%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080026;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080011;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080047;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080006;92.91%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080044;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080031;100.0%;sama;55;0;0
072 KOTABARU\desa_3215072008.gpkg;3215_SLS\desa_3215072008.geojson;32150720080007;89.5%;sama;55;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060006;87.21%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720063001;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720061002;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060003;92.83%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060012;97.06%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720061006;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060011;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720061004;99.37%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060004;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060010;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060016;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060015;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060008;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060007;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060013;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060014;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060005;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720061005;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720061003;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060002;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060009;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072006.gpkg;3215_SLS\desa_3215072006.geojson;32150720060001;100.0%;sama;22;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070010;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070019;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070017;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070006;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070013;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070004;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070032;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070033;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070028;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070049;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070012;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070037;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070018;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070021;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070045;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720071011;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070034;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070044;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070023;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720071004;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720071001;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070015;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070038;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070042;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070014;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070031;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070046;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070040;100.0%;sama;56;0;0
072 KOTABARU\desa_3215072007.gpkg;3215_SLS\desa_3215072007.geojson;32150720070022;100.0%;sama;56;0;0
