kec;desa;Level_3;Filename;FullPath;CreatedTime;Jenis;Lokasi;Kodename;Kode
010 PANGKALAN;013 MULANGSARI;;32150100130003_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130003_WS.tfw;2025-09-18 10:04:51;WS;OK;OK;32150100130003
010 PANGKALAN;013 MULANGSARI;;32150100130013_Ws.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130013_Ws.tif.aux.xml;2025-09-18 10:04:49;WS;OK;OK;32150100130013
010 PANGKALAN;013 MULANGSARI;;32150100130005_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130005_WS.tfw;2025-09-18 10:04:51;WS;OK;OK;32150100130005
010 PANGKALAN;013 MULANGSARI;;32150100130001_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130001_WS.tif.aux.xml;2025-09-18 10:04:53;WS;OK;OK;32150100130001
010 PANGKALAN;013 MULANGSARI;;32150100130010_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130010_WS.tfw;2025-09-18 10:04:49;WS;OK;OK;32150100130010
010 PANGKALAN;013 MULANGSARI;;32150100130011_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130011_WS.tif.aux.xml;2025-09-18 10:04:49;WS;OK;OK;32150100130011
010 PANGKALAN;013 MULANGSARI;;32150100130007_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130007_WS.tif.aux.xml;2025-09-18 10:04:49;WS;OK;OK;32150100130007
010 PANGKALAN;013 MULANGSARI;;32150100130011_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130011_WS.tfw;2025-09-18 10:04:51;WS;OK;OK;32150100130011
010 PANGKALAN;013 MULANGSARI;;32150100130010_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130010_WS.tif.aux.xml;2025-09-18 10:04:51;WS;OK;OK;32150100130010
010 PANGKALAN;013 MULANGSARI;;32150100130012_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130012_WS.tfw;2025-09-18 10:04:49;WS;OK;OK;32150100130012
010 PANGKALAN;013 MULANGSARI;;32150100130004_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130004_WS.tfw;2025-09-18 10:04:51;WS;OK;OK;32150100130004
010 PANGKALAN;013 MULANGSARI;;32150100130016_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130016_WS.tfw;2025-09-18 10:04:48;WS;OK;OK;32150100130016
010 PANGKALAN;013 MULANGSARI;;32150100130012_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130012_WS.tif.aux.xml;2025-09-18 10:04:49;WS;OK;OK;32150100130012
010 PANGKALAN;013 MULANGSARI;;32150100130009_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130009_WS.tif.aux.xml;2025-09-18 10:04:50;WS;OK;OK;32150100130009
010 PANGKALAN;013 MULANGSARI;;32150100130009_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130009_WS.tfw;2025-09-18 10:04:49;WS;OK;OK;32150100130009
010 PANGKALAN;013 MULANGSARI;;32150100130006_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130006_WS.tif.aux.xml;2025-09-18 10:04:51;WS;OK;OK;32150100130006
010 PANGKALAN;013 MULANGSARI;;32150100130014_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130014_WS.tfw;2025-09-18 10:04:48;WS;OK;OK;32150100130014
010 PANGKALAN;013 MULANGSARI;;32150100130008_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130008_WS.tfw;2025-09-18 10:04:51;WS;OK;OK;32150100130008
010 PANGKALAN;013 MULANGSARI;;32150100130013_Ws.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130013_Ws.tfw;2025-09-18 10:04:48;WS;OK;OK;32150100130013
010 PANGKALAN;013 MULANGSARI;;32150100130014_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130014_WS.tif.aux.xml;2025-09-18 10:04:48;WS;OK;OK;32150100130014
010 PANGKALAN;013 MULANGSARI;;32150100130015_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130015_WS.tif.aux.xml;2025-09-18 10:04:48;WS;OK;OK;32150100130015
010 PANGKALAN;013 MULANGSARI;;32150100130008_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130008_WS.tif.aux.xml;2025-09-18 10:04:49;WS;OK;OK;32150100130008
010 PANGKALAN;013 MULANGSARI;;32150100130006_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130006_WS.tfw;2025-09-18 10:04:51;WS;OK;OK;32150100130006
010 PANGKALAN;013 MULANGSARI;;32150100130007_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130007_WS.tfw;2025-09-18 10:04:49;WS;OK;OK;32150100130007
010 PANGKALAN;013 MULANGSARI;;32150100130002_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130002_WS.tfw;2025-09-18 10:04:52;WS;OK;OK;32150100130002
010 PANGKALAN;013 MULANGSARI;;32150100130003_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130003_WS.tif;2025-09-18 10:05:52;WS;OK;OK;32150100130003
010 PANGKALAN;013 MULANGSARI;;32150100130002_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130002_WS.tif;2025-09-18 10:05:49;WS;OK;OK;32150100130002
010 PANGKALAN;013 MULANGSARI;;32150100130001_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130001_WS.tif;2025-09-18 10:05:45;WS;OK;OK;32150100130001
010 PANGKALAN;013 MULANGSARI;;32150100130005_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130005_WS.tif;2025-09-18 10:05:41;WS;OK;OK;32150100130005
010 PANGKALAN;013 MULANGSARI;;32150100130006_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130006_WS.tif;2025-09-18 10:05:30;WS;OK;OK;32150100130006
010 PANGKALAN;013 MULANGSARI;;32150100130004_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130004_WS.tif;2025-09-18 10:05:37;WS;OK;OK;32150100130004
010 PANGKALAN;013 MULANGSARI;;32150100130007_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130007_WS.tif;2025-09-18 10:05:25;WS;OK;OK;32150100130007
010 PANGKALAN;013 MULANGSARI;;32150100130009_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130009_WS.tif;2025-09-18 10:05:21;WS;OK;OK;32150100130009
010 PANGKALAN;013 MULANGSARI;;32150100130008_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130008_WS.tif;2025-09-18 10:05:18;WS;OK;OK;32150100130008
010 PANGKALAN;013 MULANGSARI;;32150100130013_Ws.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130013_Ws.tif;2025-09-18 10:05:13;WS;OK;OK;32150100130013
010 PANGKALAN;013 MULANGSARI;;32150100130010_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130010_WS.tif;2025-09-18 10:05:09;WS;OK;OK;32150100130010
010 PANGKALAN;013 MULANGSARI;;32150100130012_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130012_WS.tif;2025-09-18 10:05:05;WS;OK;OK;32150100130012
010 PANGKALAN;013 MULANGSARI;;32150100130011_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130011_WS.tif;2025-09-18 10:05:01;WS;OK;OK;32150100130011
010 PANGKALAN;013 MULANGSARI;;32150100130014_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130014_WS.tif;2025-09-18 10:04:53;WS;OK;OK;32150100130014
010 PANGKALAN;013 MULANGSARI;;32150100130015_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130015_WS.tif;2025-09-18 10:04:49;WS;OK;OK;32150100130015
010 PANGKALAN;013 MULANGSARI;;32150100130016_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130016_WS.tif;2025-09-18 10:04:57;WS;OK;OK;32150100130016
010 PANGKALAN;013 MULANGSARI;;32150100130001_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130001_WS.tfw;2025-09-18 10:04:52;WS;OK;OK;32150100130001
010 PANGKALAN;013 MULANGSARI;;32150100130003_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130003_WS.tif.aux.xml;2025-09-18 10:04:52;WS;OK;OK;32150100130003
010 PANGKALAN;013 MULANGSARI;;32150100130005_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130005_WS.tif.aux.xml;2025-09-18 10:04:51;WS;OK;OK;32150100130005
010 PANGKALAN;013 MULANGSARI;;32150100130004_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130004_WS.tif.aux.xml;2025-09-18 10:04:52;WS;OK;OK;32150100130004
010 PANGKALAN;013 MULANGSARI;;32150100130002_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130002_WS.tif.aux.xml;2025-09-18 10:04:52;WS;OK;OK;32150100130002
010 PANGKALAN;013 MULANGSARI;;32150100130016_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130016_WS.tif.aux.xml;2025-09-18 10:04:48;WS;OK;OK;32150100130016
010 PANGKALAN;013 MULANGSARI;;32150100130015_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\013 MULANGSARI\32150100130015_WS.tfw;2025-09-18 10:04:48;WS;OK;OK;32150100130015
010 PANGKALAN;012 CINTAASIH;;32150100120010_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120010_WS.tif;2025-09-18 09:30:34;WS;OK;OK;32150100120010
010 PANGKALAN;012 CINTAASIH;;32150100120015_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120015_WS.tfw;2025-09-18 09:30:03;WS;OK;OK;32150100120015
010 PANGKALAN;012 CINTAASIH;;32150100120010_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120010_WS.tif.aux.xml;2025-09-18 09:30:06;WS;OK;OK;32150100120010
010 PANGKALAN;012 CINTAASIH;;32150100120007_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120007_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120007
010 PANGKALAN;012 CINTAASIH;;32150100121002_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100121002_WS.tfw;2025-09-18 09:30:03;WS;OK;OK;32150100121002
010 PANGKALAN;012 CINTAASIH;;32150100120009_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120009_WS.tfw;2025-09-18 09:30:04;WS;OK;OK;32150100120009
010 PANGKALAN;012 CINTAASIH;;32150100120006_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120006_WS.tif.aux.xml;2025-09-18 09:30:06;WS;OK;OK;32150100120006
010 PANGKALAN;012 CINTAASIH;;32150100120014_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120014_WS.tif.aux.xml;2025-09-18 09:30:04;WS;OK;OK;32150100120014
010 PANGKALAN;012 CINTAASIH;;32150100120016_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120016_WS.tif.aux.xml;2025-09-18 09:30:03;WS;OK;OK;32150100120016
010 PANGKALAN;012 CINTAASIH;;32150100120013_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120013_WS.tfw;2025-09-18 09:30:04;WS;OK;OK;32150100120013
010 PANGKALAN;012 CINTAASIH;;32150100120013_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120013_WS.tif.aux.xml;2025-09-18 09:30:04;WS;OK;OK;32150100120013
010 PANGKALAN;012 CINTAASIH;;32150100120011_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120011_WS.tif.aux.xml;2025-09-18 09:30:04;WS;OK;OK;32150100120011
010 PANGKALAN;012 CINTAASIH;;32150100120010_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120010_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120010
010 PANGKALAN;012 CINTAASIH;;32150100120009_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120009_WS.tif.aux.xml;2025-09-18 09:30:05;WS;OK;OK;32150100120009
010 PANGKALAN;012 CINTAASIH;;32150100120008_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120008_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120008
010 PANGKALAN;012 CINTAASIH;;32150100120011_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120011_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120011
010 PANGKALAN;012 CINTAASIH;;32150100120005_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120005_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120005
010 PANGKALAN;012 CINTAASIH;;32150100120012_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120012_WS.tfw;2025-09-18 09:30:04;WS;OK;OK;32150100120012
010 PANGKALAN;012 CINTAASIH;;32150100120015_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120015_WS.tif.aux.xml;2025-09-18 09:30:04;WS;OK;OK;32150100120015
010 PANGKALAN;012 CINTAASIH;;32150100120016_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120016_WS.tfw;2025-09-18 09:30:03;WS;OK;OK;32150100120016
010 PANGKALAN;012 CINTAASIH;;32150100121002_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100121002_WS.tif.aux.xml;2025-09-18 09:30:03;WS;OK;OK;32150100121002
010 PANGKALAN;012 CINTAASIH;;32150100120012_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120012_WS.tif.aux.xml;2025-09-18 09:30:04;WS;OK;OK;32150100120012
010 PANGKALAN;012 CINTAASIH;;32150100121001_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100121001_WS.tif.aux.xml;2025-09-18 09:30:03;WS;OK;OK;32150100121001
010 PANGKALAN;012 CINTAASIH;;32150100121001_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100121001_WS.tfw;2025-09-18 09:30:03;WS;OK;OK;32150100121001
010 PANGKALAN;012 CINTAASIH;;32150100120001_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120001_WS.tif;2025-09-18 09:31:09;WS;OK;OK;32150100120001
010 PANGKALAN;012 CINTAASIH;;32150100120005_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120005_WS.tif;2025-09-18 09:31:04;WS;OK;OK;32150100120005
010 PANGKALAN;012 CINTAASIH;;32150100120002_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120002_WS.tif;2025-09-18 09:31:00;WS;OK;OK;32150100120002
010 PANGKALAN;012 CINTAASIH;;32150100120003_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120003_WS.tif;2025-09-18 09:30:57;WS;OK;OK;32150100120003
010 PANGKALAN;012 CINTAASIH;;32150100120004_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120004_WS.tif;2025-09-18 09:30:53;WS;OK;OK;32150100120004
010 PANGKALAN;012 CINTAASIH;;32150100120007_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120007_WS.tif;2025-09-18 09:30:49;WS;OK;OK;32150100120007
010 PANGKALAN;012 CINTAASIH;;32150100120008_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120008_WS.tif;2025-09-18 09:30:45;WS;OK;OK;32150100120008
010 PANGKALAN;012 CINTAASIH;;32150100120006_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120006_WS.tif;2025-09-18 09:30:41;WS;OK;OK;32150100120006
010 PANGKALAN;012 CINTAASIH;;32150100120009_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120009_WS.tif;2025-09-18 09:30:38;WS;OK;OK;32150100120009
010 PANGKALAN;012 CINTAASIH;;32150100120011_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120011_WS.tif;2025-09-18 09:30:30;WS;OK;OK;32150100120011
010 PANGKALAN;012 CINTAASIH;;32150100120014_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120014_WS.tif;2025-09-18 09:30:26;WS;OK;OK;32150100120014
010 PANGKALAN;012 CINTAASIH;;32150100120015_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120015_WS.tif;2025-09-18 09:30:22;WS;OK;OK;32150100120015
010 PANGKALAN;012 CINTAASIH;;32150100120012_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120012_WS.tif;2025-09-18 09:30:19;WS;OK;OK;32150100120012
010 PANGKALAN;012 CINTAASIH;;32150100120013_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120013_WS.tif;2025-09-18 09:30:15;WS;OK;OK;32150100120013
010 PANGKALAN;012 CINTAASIH;;32150100121001_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100121001_WS.tif;2025-09-18 09:30:11;WS;OK;OK;32150100121001
010 PANGKALAN;012 CINTAASIH;;32150100120002_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120002_WS.tfw;2025-09-18 09:30:07;WS;OK;OK;32150100120002
010 PANGKALAN;012 CINTAASIH;;32150100120003_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120003_WS.tfw;2025-09-18 09:30:08;WS;OK;OK;32150100120003
010 PANGKALAN;012 CINTAASIH;;32150100121002_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100121002_WS.tif;2025-09-18 09:30:04;WS;OK;OK;32150100121002
010 PANGKALAN;012 CINTAASIH;;32150100120001_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120001_WS.tfw;2025-09-18 09:30:08;WS;OK;OK;32150100120001
010 PANGKALAN;012 CINTAASIH;;32150100120016_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120016_WS.tif;2025-09-18 09:30:07;WS;OK;OK;32150100120016
010 PANGKALAN;012 CINTAASIH;;32150100120003_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120003_WS.tif.aux.xml;2025-09-18 09:30:08;WS;OK;OK;32150100120003
010 PANGKALAN;012 CINTAASIH;;32150100120001_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120001_WS.tif.aux.xml;2025-09-18 09:30:08;WS;OK;OK;32150100120001
010 PANGKALAN;012 CINTAASIH;;32150100120004_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120004_WS.tif.aux.xml;2025-09-18 09:30:07;WS;OK;OK;32150100120004
010 PANGKALAN;012 CINTAASIH;;32150100120008_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120008_WS.tif.aux.xml;2025-09-18 09:30:06;WS;OK;OK;32150100120008
010 PANGKALAN;012 CINTAASIH;;32150100120005_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120005_WS.tif.aux.xml;2025-09-18 09:30:07;WS;OK;OK;32150100120005
010 PANGKALAN;012 CINTAASIH;;32150100120006_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120006_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120006
010 PANGKALAN;012 CINTAASIH;;32150100120007_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120007_WS.tif.aux.xml;2025-09-18 09:30:06;WS;OK;OK;32150100120007
010 PANGKALAN;012 CINTAASIH;;32150100120004_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120004_WS.tfw;2025-09-18 09:30:06;WS;OK;OK;32150100120004
010 PANGKALAN;012 CINTAASIH;;32150100120002_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120002_WS.tif.aux.xml;2025-09-18 09:30:08;WS;OK;OK;32150100120002
010 PANGKALAN;012 CINTAASIH;;32150100120014_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\012 CINTAASIH\32150100120014_WS.tfw;2025-09-18 09:30:04;WS;OK;OK;32150100120014
010 PANGKALAN;001 MEDALSARI;;32150100010005_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010005_WS.tif;2025-09-18 08:33:32;WS;OK;OK;32150100010005
010 PANGKALAN;001 MEDALSARI;;32150100010008_WS.tif;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010008_WS.tif;2025-09-18 08:33:24;WS;OK;OK;32150100010008
010 PANGKALAN;001 MEDALSARI;;32150100010006_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010006_WS.tfw;2025-09-18 08:33:00;WS;OK;OK;32150100010006
010 PANGKALAN;001 MEDALSARI;;32150100010010_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010010_WS.tfw;2025-09-18 08:33:00;WS;OK;OK;32150100010010
010 PANGKALAN;001 MEDALSARI;;32150100010011_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010011_WS.tfw;2025-09-18 08:33:00;WS;OK;OK;32150100010011
010 PANGKALAN;001 MEDALSARI;;32150100010013_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010013_WS.tif.aux.xml;2025-09-18 08:33:00;WS;OK;OK;32150100010013
010 PANGKALAN;001 MEDALSARI;;32150100010003_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010003_WS.tfw;2025-09-18 08:33:02;WS;OK;OK;32150100010003
010 PANGKALAN;001 MEDALSARI;;32150100010009_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010009_WS.tfw;2025-09-18 08:33:00;WS;OK;OK;32150100010009
010 PANGKALAN;001 MEDALSARI;;32150100010010_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010010_WS.tif.aux.xml;2025-09-18 08:33:00;WS;OK;OK;32150100010010
010 PANGKALAN;001 MEDALSARI;;32150100010008_WS.tif.aux.xml;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010008_WS.tif.aux.xml;2025-09-18 08:33:02;WS;OK;OK;32150100010008
010 PANGKALAN;001 MEDALSARI;;32150100010005_WS.tfw;G:\My Drive\2025\Wilkerstat\GEOREF\010 PANGKALAN\001 MEDALSARI\32150100010005_WS.tfw;2025-09-18 08:33:01;WS;OK;OK;32150100010005
